district,year,new_parties,new_parties_caste,new_parties_religious,new_parties_socialist,new_parties_communist,new_parties_issues,new_parties_nationalist,new_parties_other,first_foundings,first_foundings_caste,first_foundings_religious,first_foundings_socialist,first_foundings_communist,first_foundings_issues,first_foundings_nationalist,first_foundings_other,franchise_foundings,franchise_foundings_caste,franchise_foundings_religious,franchise_foundings_socialist,franchise_foundings_communist,franchise_foundings_issues,franchise_foundings_nationalist,franchise_foundings_other,voting_participation,raw_rainfall,standardized_rainfall,mild_drought,moderate_drought,mild_flood,moderate_flood,mild_drought_or_flood,moderate_drought_or_flood
Chhindwara,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1133.4775,0.3273792,0,0,0,0,0,0
Chhindwara,1980,5,2,0,0,1,0,0,1,3,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,,1016.861,-0.64324927,1,0,0,0,1,0
Chhindwara,1989,4,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,,919.3005,-1.4552698,1,1,0,0,1,1
Chhindwara,1991,5,2,0,1,0,1,0,0,2,1,0,0,0,0,0,0,3,1,0,1,0,1,0,0,,1166.292,0.60050255,0,0,0,0,0,0
Chhindwara,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1148.68275,0.45393631,0,0,0,0,0,0
Chhindwara,1998,6,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,3,0,0,0,0,70.510002,1098.5,0.036252677,0,0,0,0,0,0
Chhindwara,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,60.310001,1204.245,0.91639489,0,0,0,0,0,0
Chikkamagaluru,1951,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Chikkamagaluru,1957,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Chikkamagaluru,1962,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Chikkamagaluru,1967,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,,2350.8576,-0.24955434,0,0,0,0,0,0
Chikkamagaluru,1971,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,2141.26475,-0.81992495,1,0,0,0,1,0
Chikkamagaluru,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2242.893667,-0.54335946,1,0,0,0,1,0
Chikkamagaluru,1980,3,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2601.828667,0.43341991,0,0,0,0,0,0
Chikkamagaluru,1989,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,,2166.299,-0.75179857,1,0,0,0,1,0
Chikkamagaluru,1991,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,,2083.5445,-0.97700059,1,0,0,0,1,0
Chikkamagaluru,1996,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,2386.275,-0.15317202,0,0,0,0,0,0
Chikkamagaluru,1998,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.25,2792.381,0.95197505,0,0,0,0,0,0
Chikkamagaluru,1999,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,70.599998,2152.701,-0.78880316,1,0,0,0,1,0
Chitradurga,1951,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60.290001,882.188,0.37556443,0,0,0,0,0,0
Chitradurga,1957,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.330002,924.5778333,0.76532364,0,0,0,0,0,0
Chitradurga,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.849998,916.9178,0.69489241,0,0,0,0,0,0
Chitradurga,1967,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,835.6962,-0.051910911,0,0,0,0,0,0
Chitradurga,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,772.70725,-0.63107157,1,0,0,0,1,0
Chitradurga,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,871.0071667,0.27276069,0,0,0,0,0,0
Chitradurga,1980,4,1,0,0,0,0,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,922.1503333,0.74300367,0,0,0,0,0,0
Chitradurga,1989,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,783.61275,-0.53079945,1,0,0,0,1,0
Chitradurga,1991,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,,784.213,-0.52528036,1,0,0,0,1,0
Chitradurga,1996,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,858.63275,0.1589824,0,0,0,0,0,0
Chitradurga,1998,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.199997,996.311,1.4248842,0,0,0,0,0,0
Chitradurga,1999,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,73.779999,852.462,0.10224457,0,0,0,0,0,0
Chittoor,1951,5,1,1,1,0,1,1,0,5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,48.365456,602.985,-2.4228325,1,1,0,0,1,1
Chittoor,1957,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Chittoor,1962,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59.790001,878.2138,0.14513679,0,0,0,0,0,0
Chittoor,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,833.2074,-0.27478674,0,0,0,0,0,0
Chittoor,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,849.4045,-0.12366283,0,0,0,0,0,0
Chittoor,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,949.732,0.81242359,0,0,0,0,0,0
Chittoor,1980,3,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,868.0953333,0.050728388,0,0,0,0,0,0
Chittoor,1989,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,871.64525,0.083850205,0,0,0,0,0,0
Chittoor,1991,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,,854.7265,-0.074006937,0,0,0,0,0,0
Chittoor,1996,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,974.46625,1.0432017,0,0,0,0,0,0
Chittoor,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.970001,1011.911,1.3925728,0,0,0,0,0,0
Chittoor,1999,3,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,68.739998,849.29,-0.12473115,0,0,0,0,0,0
Churu,1951,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Churu,1957,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Churu,1962,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Churu,1967,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Churu,1971,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Churu,1977,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,462.356,1.3871481,0,0,0,0,0,0
Churu,1980,4,1,0,1,0,0,0,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,370.1723333,0.15997291,0,0,0,0,0,0
Churu,1989,3,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,291.242,-0.8907702,1,0,0,0,1,0
Churu,1991,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,265.5305,-1.233049,1,1,0,0,1,1
Churu,1996,4,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,,424.51225,0.88336134,0,0,0,0,0,0
Churu,1998,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.889999,414.4605,0.74954963,0,0,0,0,0,0
Churu,1999,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,55.32,244.057,-1.5189104,1,1,0,0,1,1
Coimbatore,1951,3,0,0,1,1,0,1,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,42.8325,2092.708,-0.59845018,1,0,0,0,1,0
Coimbatore,1957,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54.800003,2285.315667,0.12286539,0,0,0,0,0,0
Coimbatore,1962,3,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,76.545715,2557.3016,1.1414526,0,0,0,0,0,0
Coimbatore,1967,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2159.1178,-0.34974554,0,0,0,0,0,0
Coimbatore,1971,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,2048.41775,-0.76431715,1,0,0,0,1,0
Coimbatore,1977,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2375.880333,0.46203002,0,0,0,0,0,0
Coimbatore,1980,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2037.485333,-0.80525905,1,0,0,0,1,0
Coimbatore,1989,3,2,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2296.06725,0.16313007,0,0,0,0,0,0
Coimbatore,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,2250.44,-0.007743957,0,0,0,0,0,0
Coimbatore,1996,6,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,,2291.1395,0.14467564,0,0,0,0,0,0
Coimbatore,1998,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,55.786667,2783.214,1.9874943,0,0,1,0,1,0
Coimbatore,1999,4,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,1,56.278889,2263.24,0.040192038,0,0,0,0,0,0
Cooch Behar,1951,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Cooch Behar,1957,3,0,0,1,1,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,47.34,2154.874,-0.007847163,0,0,0,0,0,0
Cooch Behar,1962,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.619999,1941.0568,-1.0108261,1,1,0,0,1,1
Cooch Behar,1967,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,,1776.2294,-1.7840025,1,1,0,0,1,1
Cooch Behar,1971,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,,2117.7965,-0.1817712,0,0,0,0,0,0
Cooch Behar,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2152.340667,-0.019730585,0,0,0,0,0,0
Cooch Behar,1980,3,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2140.938667,-0.073215365,0,0,0,0,0,0
Cooch Behar,1989,3,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,2507.663,1.647024,0,0,1,0,1,0
Cooch Behar,1991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,2374.4995,1.0223775,0,0,0,0,0,0
Cooch Behar,1996,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2055.85975,-0.47230563,0,0,0,0,0,0
Cooch Behar,1998,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.559998,1977.6585,-0.83913398,1,0,0,0,1,0
Cooch Behar,1999,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.830002,2147.707,-0.041466299,0,0,0,0,0,0
Cuddalore,1951,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,49.630001,771.5275,-1.4186034,1,1,0,0,1,1
Cuddalore,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.073334,884.3891667,-0.65141386,1,0,0,0,1,0
Cuddalore,1962,2,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,70.038002,942.5748,-0.25589058,0,0,0,0,0,0
Cuddalore,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1110.3538,0.88460571,0,0,0,0,0,0
Cuddalore,1971,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,966.32675,-0.09443406,0,0,0,0,0,0
Cuddalore,1977,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1029.9225,0.33786505,0,0,0,0,0,0
Cuddalore,1980,3,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,980.294,0.000509861,0,0,0,0,0,0
Cuddalore,1989,3,1,0,0,0,0,0,2,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,1046.57725,0.45107758,0,0,0,0,0,0
Cuddalore,1991,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,,898.3805,-0.55630618,1,0,0,0,1,0
Cuddalore,1996,5,1,0,1,0,0,0,1,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,955.5175,-0.16791113,0,0,0,0,0,0
Cuddalore,1998,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,63.02,1091.7615,0.75822252,0,0,0,0,0,0
Cuddalore,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.889999,865.71,-0.77838755,1,0,0,0,1,0
Cuttack,1951,4,0,0,2,1,0,1,0,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,41.09,1193.6545,-1.0640851,1,1,0,0,1,1
Cuttack,1957,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41.07,1364.645667,0.76902425,0,0,0,0,0,0
Cuttack,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.560001,1307.5096,0.15649751,0,0,0,0,0,0
Cuttack,1967,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,1228.2914,-0.69276053,1,0,0,0,1,0
Cuttack,1971,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1342.38075,0.5303334,0,0,0,0,0,0
Cuttack,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1232.296667,-0.64982212,1,0,0,0,1,0
Cuttack,1980,3,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,1179.689333,-1.2137986,1,1,0,0,1,1
Cuttack,1989,5,0,0,1,0,2,0,0,3,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,,1315.762,0.2449673,0,0,0,0,0,0
Cuttack,1991,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,,1385.252,0.98993427,0,0,0,0,0,0
Cuttack,1996,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1335.1225,0.45252138,0,0,0,0,0,0
Cuttack,1998,3,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,56.950001,1528.7545,2.5283515,0,0,1,1,1,1
Cuttack,1999,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,51.43,1241.851,-0.54739493,1,0,0,0,1,0
Dadra And Nagar Haveli,1951,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Dadra And Nagar Haveli,1957,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Dadra And Nagar Haveli,1962,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Dadra And Nagar Haveli,1967,5,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,4,0,1,1,0,0,1,1,,1781.2702,0.68907458,0,0,0,0,0,0
Dadra And Nagar Haveli,1971,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1697.149,0.29147372,0,0,0,0,0,0
Dadra And Nagar Haveli,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1461.504,-0.82230794,1,0,0,0,1,0
Dadra And Nagar Haveli,1980,3,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,1517.257333,-0.55878848,1,0,0,0,1,0
Dadra And Nagar Haveli,1989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,1514.63575,-0.57117945,1,0,0,0,1,0
Dadra And Nagar Haveli,1991,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,,1886.704,1.1874099,0,0,0,0,0,0
Dadra And Nagar Haveli,1996,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1770.78825,0.63953137,0,0,0,0,0,0
Dadra And Nagar Haveli,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77.43,1993.7745,1.6934811,0,0,1,0,1,0
Dadra And Nagar Haveli,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.720001,1377.554,-1.2190995,1,1,0,0,1,1
Damoh,1951,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Damoh,1957,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Damoh,1962,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,46.790001,1424.7258,1.4292911,0,0,0,0,0,0
Damoh,1967,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1060.8358,-0.63682371,1,0,0,0,1,0
Damoh,1971,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1291.036,0.67021978,0,0,0,0,0,0
Damoh,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1222.848667,0.28306195,0,0,0,0,0,0
Damoh,1980,3,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1229.447333,0.32052821,0,0,0,0,0,0
Damoh,1989,4,1,0,1,1,1,0,0,3,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,,893.93575,-1.5844581,1,1,0,0,1,1
Damoh,1991,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,,1300.8555,0.72597349,0,0,0,0,0,0
Damoh,1996,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1082.70675,-0.51264364,1,0,0,0,1,0
Damoh,1998,4,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,60.639999,1104.7065,-0.38773221,0,0,0,0,0,0
Damoh,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.099998,1282.031,0.61909068,0,0,0,0,0,0
"Darbhanga, Samastipur, and Madhubani",1951,3,0,0,1,1,0,1,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,38.606361,1244.273806,1.0361325,0,0,0,0,0,0
"Darbhanga, Samastipur, and Madhubani",1957,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,37.136002,1215.162526,0.84593779,0,0,0,0,0,0
"Darbhanga, Samastipur, and Madhubani",1962,3,0,1,1,0,0,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,47.383751,1133.108406,0.30984837,0,0,0,0,0,0
"Darbhanga, Samastipur, and Madhubani",1967,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,999.6257417,-0.56224251,1,0,0,0,1,0
"Darbhanga, Samastipur, and Madhubani",1971,4,0,0,0,1,1,1,1,3,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,,1262.526518,1.1553841,0,0,0,0,0,0
"Darbhanga, Samastipur, and Madhubani",1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1182.383562,0.63178092,0,0,0,0,0,0
"Darbhanga, Samastipur, and Madhubani",1980,3,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1146.782278,0.39918473,0,0,0,0,0,0
"Darbhanga, Samastipur, and Madhubani",1989,5,1,0,0,1,1,0,0,4,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,1293.804527,1.3597347,0,0,0,0,0,0
"Darbhanga, Samastipur, and Madhubani",1991,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,,1000.982652,-0.55337733,1,0,0,0,1,0
"Darbhanga, Samastipur, and Madhubani",1996,8,1,1,2,1,0,0,1,7,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,,836.3791865,-1.6287917,1,1,0,0,1,1
"Darbhanga, Samastipur, and Madhubani",1998,6,1,0,1,1,1,0,0,4,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,67.150627,1055.529999,-0.19699962,0,0,0,0,0,0
"Darbhanga, Samastipur, and Madhubani",1999,6,1,0,1,1,1,0,0,3,0,0,1,0,1,0,0,3,1,0,0,1,0,0,0,64.20118,967.3320513,-0.77322894,1,0,0,0,1,0
Darjeeling,1951,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Darjeeling,1957,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,41.669998,2186.032667,0.56473255,0,0,0,0,0,0
Darjeeling,1962,2,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,46.970001,1941.8462,-0.7317239,1,0,0,0,1,0
Darjeeling,1967,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,,1649.06,-2.2862103,1,1,0,0,1,1
Darjeeling,1971,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,2023.24,-0.29958069,0,0,0,0,0,0
Darjeeling,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2137.136667,0.30512956,0,0,0,0,0,0
Darjeeling,1980,4,1,0,0,0,0,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2214.52,0.71597999,0,0,0,0,0,0
Darjeeling,1989,3,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,2383.22275,1.6116716,0,0,1,0,1,0
Darjeeling,1991,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,2270.341,1.0123498,0,0,0,0,0,0
Darjeeling,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,1778.47775,-1.5990942,1,1,0,0,1,1
Darjeeling,1998,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51.779999,2089.6735,0.05313392,0,0,0,0,0,0
Darjeeling,1999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.209999,2084.834,0.027439617,0,0,0,0,0,0
Darrang,1951,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,52.139999,2698.0365,-0.53544194,1,0,0,0,1,0
Darrang,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2962.466167,0.64911205,0,0,0,0,0,0
Darrang,1962,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,56.200001,2522.5916,-1.3213748,1,1,0,0,1,1
Darrang,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2767.482,-0.22434999,0,0,0,0,0,0
Darrang,1971,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,2849.54475,0.14326292,0,0,0,0,0,0
Darrang,1977,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,2990.696667,0.77557498,0,0,0,0,0,0
Darrang,1980,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Darrang,1989,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Darrang,1991,5,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,,3154.6325,1.5099511,0,0,1,0,1,0
Darrang,1996,5,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,,3040.56075,0.99894893,0,0,0,0,0,0
Darrang,1998,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.91,2465.863,-1.5754994,1,1,0,0,1,1
Darrang,1999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,72.75,2802.223,-0.068722248,0,0,0,0,0,0
Datia,1951,5,1,1,2,0,0,1,0,5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,34.880001,930.1015,-0.13393077,0,0,0,0,0,0
Datia,1957,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Datia,1962,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Datia,1967,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Datia,1971,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Datia,1977,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
Datia,1980,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,
